environment,archive_size,best_value,num_solutions
1,3,1.0677162975794714e-08,3
2,3,6.936746214046474e-09,3
3,0,,0
4,3,4.423445463213983e-09,3
5,4,1.824563458881285e-08,4
6,0,,0
7,3,2.1555079392671523e-08,3
8,3,7.800364747446335e-09,3
9,0,,0
10,3,3.3785285459772994e-09,3
11,2,4.584100827594723e-08,2
12,0,,0
13,3,1.0290015618004365e-08,3
14,3,4.130714119922933e-09,3
15,0,,0
16,3,4.0890947994065544e-08,3
17,3,4.9228954035075546e-09,3
18,0,,0
19,3,1.0521034324377191e-08,3
20,3,1.1639145084204345e-08,3
21,0,,0
22,3,1.0023763615986516e-08,3
23,3,2.1117646574796747e-08,3
24,0,,0
25,3,1.0216131583319378e-08,3
26,4,1.986678664751533e-09,4
27,0,,0
28,3,4.192758363818957e-09,3
29,3,7.479714103925193e-09,3
30,0,,0
31,3,8.937428705888448e-09,3
32,4,1.542512720229365e-08,4
33,0,,0
34,4,1.141608369434565e-08,4
35,4,7.221974253548611e-09,4
36,0,,0
37,4,8.292342236755027e-09,4
38,4,1.2264856796861301e-08,4
39,0,,0
40,4,8.845957481087857e-09,4
41,4,2.796422839243448e-09,4
42,0,,0
43,4,1.630680083705021e-08,4
44,4,3.2587213782643844e-09,4
45,0,,0
46,4,2.5644863049886338e-08,4
47,4,1.215256221987143e-08,4
48,0,,0
49,4,1.587907171954781e-08,4
50,4,4.42260084318958e-09,4
51,0,,0
52,4,5.5030975315653985e-09,4
53,4,9.100408135294268e-09,4
54,0,,0
55,4,7.919992160995574e-09,4
56,4,1.4232516376886471e-09,4
57,0,,0
58,4,5.575172805737633e-09,4
59,4,3.993478744117669e-09,4
60,0,,0
