environment,archive_size,best_value,num_solutions
1,5,1.1539453128441995e-08,5
2,5,4.622070012193529e-09,5
3,0,,0
4,4,2.5208439225111553e-08,4
5,4,9.375118551318835e-09,4
6,0,,0
7,5,7.678431819621382e-09,5
8,4,2.1193122195313674e-08,4
9,0,,0
10,4,5.0340052132075935e-09,4
11,4,1.0298288403046218e-08,4
12,0,,0
13,3,2.299569419288171e-09,3
14,5,1.0659815846731996e-08,5
15,0,,0
16,5,1.7992569737630303e-08,5
17,3,5.306770737480434e-09,3
18,0,,0
19,4,2.297792244210228e-08,4
20,4,1.7988193386829284e-09,4
21,0,,0
22,4,1.138231566150526e-08,4
23,5,3.6548777978390413e-09,5
24,0,,0
25,4,3.1975550471039517e-09,4
26,4,6.678657539115732e-09,4
27,0,,0
28,5,1.5442847990706867e-08,5
29,4,1.0364635115688183e-08,4
30,0,,0
31,4,2.8158913589335075e-09,4
32,4,1.673458843246847e-08,4
33,0,,0
34,4,7.412255391860953e-09,4
35,4,1.4756217163850726e-08,4
36,0,,0
37,4,6.148820884835178e-09,4
38,4,8.20709748313042e-09,4
39,0,,0
40,5,4.206959735696939e-09,5
41,5,9.252080419533145e-09,5
42,0,,0
43,4,1.0066556960935667e-08,4
44,4,1.4750807109896815e-08,4
45,0,,0
46,4,1.5866673522860654e-08,4
47,4,2.211507323989105e-08,4
48,0,,0
49,5,4.7902018413046295e-09,5
50,5,7.134361307387344e-09,5
51,0,,0
52,5,1.3018215947376658e-08,5
53,5,2.689375735387671e-09,5
54,0,,0
55,5,4.06736052155823e-09,5
56,4,6.4119021641372256e-09,4
57,0,,0
58,4,1.2449409095513606e-08,4
59,3,8.930507294409911e-09,3
60,0,,0
