environment,archive_size,best_value,num_solutions
1,3,2.1485549250979187e-08,3
2,3,4.559598190326432e-09,3
3,0,,0
4,3,1.4294106187289579e-08,3
5,3,1.3063879180608138e-08,3
6,0,,0
7,3,4.3124941876702505e-09,3
8,3,2.9736066920444922e-08,3
9,0,,0
10,3,4.746718804994719e-09,3
11,3,2.984380323554257e-08,3
12,0,,0
13,3,9.201323650462183e-09,3
14,3,4.85660327039017e-09,3
15,0,,0
16,2,3.145868248603684e-08,2
17,3,5.544381761477394e-09,3
18,0,,0
19,3,7.320434542889162e-09,3
20,2,2.634383108591718e-08,2
21,0,,0
22,1,1.7071546294558975e-09,1
23,3,1.0328409486735892e-08,3
24,0,,0
25,3,4.337248957273356e-09,3
26,3,2.2869992634040156e-08,3
27,0,,0
28,3,2.5739256339974615e-08,3
29,3,1.7858879885925993e-08,3
30,0,,0
31,3,2.675839191074609e-08,3
32,4,1.0221249903238248e-08,4
33,0,,0
34,4,5.956192734865518e-09,4
35,4,1.7124490101911655e-08,4
36,0,,0
37,4,5.883995909198224e-09,4
38,3,1.514066928583195e-08,3
39,0,,0
40,3,1.9114019933402625e-08,3
41,3,1.9748140522785874e-08,3
42,0,,0
43,4,1.3201681879600303e-09,4
44,4,5.1583883363704056e-09,4
45,0,,0
46,4,2.6821127293626396e-08,4
47,4,2.9474883986041534e-09,4
48,0,,0
49,4,3.77937103913963e-09,4
50,4,1.6971565901825945e-08,4
51,0,,0
52,4,3.4058133188605626e-09,4
53,4,1.109343700499348e-08,4
54,0,,0
55,4,2.146999195205667e-08,4
56,4,1.0235798203181494e-08,4
57,0,,0
58,4,1.1574543419026775e-08,4
59,4,1.2795841028675824e-08,4
60,0,,0
