environment,archive_size,best_value,num_solutions
1,5,2.6071251459568472e-08,5
2,3,2.1148537097475e-08,3
3,0,,0
4,5,5.53823858120913e-08,5
5,4,1.6179345759167165e-08,4
6,0,,0
7,5,1.8486230512299685e-09,5
8,4,1.4536050590614446e-08,4
9,0,,0
10,5,6.964663172419901e-09,5
11,5,1.7537750893886132e-08,5
12,0,,0
13,1,6.033310740586294e-08,1
14,4,1.6692686618659228e-08,4
15,0,,0
16,5,1.7244875252889134e-08,5
17,4,8.421624602674267e-09,4
18,0,,0
19,4,3.720008149472681e-09,4
20,4,6.890442599326593e-09,4
21,0,,0
22,4,8.486984921647886e-09,4
23,4,9.13161009758801e-09,4
24,0,,0
25,4,2.4956552723828275e-08,4
26,4,1.1263323045825889e-08,4
27,0,,0
28,4,9.268636257528433e-09,4
29,4,1.2978391125364834e-08,4
30,0,,0
31,5,1.2499482349863752e-08,5
32,4,3.801166565500184e-09,4
33,0,,0
34,4,8.700160009749918e-09,4
35,4,8.048685400096784e-09,4
36,0,,0
37,4,3.3692078895617056e-09,4
38,3,2.4405792437426293e-09,3
39,0,,0
40,4,1.0696930685097395e-09,4
41,5,6.9147049083687745e-09,5
42,0,,0
43,4,1.1298717561230448e-08,4
44,5,9.948170463052685e-09,5
45,0,,0
46,5,8.856597062806198e-09,5
47,5,1.034946489200127e-08,5
48,0,,0
49,5,6.569182617637688e-09,5
50,4,1.1463982891389796e-08,4
51,0,,0
52,4,2.9560532986987575e-08,4
53,5,1.489991729265891e-08,5
54,0,,0
55,5,1.5901192977060382e-08,5
56,4,1.1331468632555976e-08,4
57,0,,0
58,4,2.5003671684433298e-09,4
59,4,4.5769042953774025e-10,4
60,0,,0
