environment,archive_size,best_value,num_solutions
1,4,7.773615666460917e-09,4
2,3,3.7135086351288786e-09,3
3,0,,0
4,3,8.05963396799152e-09,3
5,4,6.243802201092569e-09,4
6,0,,0
7,3,1.995077909138808e-08,3
8,3,4.410974496428674e-09,3
9,0,,0
10,3,1.4581270229995558e-08,3
11,3,4.384518798530952e-09,3
12,0,,0
13,3,1.1611274810926888e-08,3
14,3,2.596359636006612e-08,3
15,0,,0
16,4,1.9406054086228268e-08,4
17,3,5.1228832828118716e-09,3
18,0,,0
19,4,2.1771358544466583e-08,4
20,3,1.917495813258309e-08,3
21,0,,0
22,3,6.79132701824047e-09,3
23,3,7.238008828550627e-09,3
24,0,,0
25,3,2.2118878816406488e-08,3
26,4,4.459329683321944e-09,4
27,0,,0
28,2,1.8067235044622282e-08,2
29,3,1.4141884180602212e-08,3
30,0,,0
31,3,8.7272381240709e-09,3
32,4,6.644518020406896e-09,4
33,0,,0
34,3,1.3994652693801103e-08,3
35,4,1.099936653768013e-08,4
36,0,,0
37,4,2.5549166288505335e-09,4
38,4,6.168329054597239e-09,4
39,0,,0
40,4,7.3285661191097305e-09,4
41,4,3.577705285765353e-09,4
42,0,,0
43,4,9.949720575533442e-09,4
44,4,1.783326056693143e-08,4
45,0,,0
46,4,9.296848598458223e-09,4
47,4,4.432973249411674e-09,4
48,0,,0
49,4,3.609487965940195e-09,4
50,4,4.300294714260499e-09,4
51,0,,0
52,4,1.1345334808098486e-08,4
53,4,2.489390520007998e-09,4
54,0,,0
55,4,3.1619997019981825e-09,4
56,4,2.8920370952428412e-08,4
57,0,,0
58,4,9.028660965406291e-09,4
59,4,3.759261685085728e-09,4
60,0,,0
