environment,archive_size,best_value,num_solutions
1,3,9.371709213087322e-09,3
2,3,7.884726030247156e-09,3
3,0,,0
4,4,5.6823315494282145e-09,4
5,3,8.037481381259412e-09,3
6,0,,0
7,2,1.524217860983376e-08,2
8,3,1.871398482844962e-09,3
9,0,,0
10,3,1.4022300240989006e-08,3
11,3,4.931630584586626e-09,3
12,0,,0
13,1,4.450436867533317e-08,1
14,3,3.4823997083454924e-09,3
15,0,,0
16,2,2.2250648674222644e-08,2
17,1,1.9976764436420172e-08,1
18,0,,0
19,3,8.661620646588456e-09,3
20,3,1.670229386417755e-08,3
21,0,,0
22,3,4.977333072574138e-09,3
23,3,2.3268587453302753e-08,3
24,0,,0
25,2,4.885614168751129e-09,2
26,3,4.8842495705052724e-09,3
27,0,,0
28,4,4.454809912528202e-09,4
29,3,1.9423150472580254e-08,3
30,0,,0
31,3,2.5434920397611652e-08,3
32,3,7.831914983318093e-09,3
33,0,,0
34,4,1.768628984380261e-08,4
35,4,8.326166694681763e-09,4
36,0,,0
37,4,1.8804529447514992e-08,4
38,4,1.926516352095931e-08,4
39,0,,0
40,3,6.296915331303688e-09,3
41,4,9.007143127246774e-09,4
42,0,,0
43,4,7.770409310434135e-09,4
44,4,4.1961669914596616e-09,4
45,0,,0
46,4,7.730146870289175e-09,4
47,4,1.7767163034135222e-09,4
48,0,,0
49,4,1.6716979603183447e-09,4
50,4,6.458578686494408e-09,4
51,0,,0
52,4,2.0898642632084065e-09,4
53,4,1.052450748465386e-08,4
54,0,,0
55,4,1.4689627366342936e-08,4
56,2,9.189498484436063e-09,2
57,0,,0
58,4,3.3924275319929337e-09,4
59,3,1.653039621805007e-08,3
60,0,,0
