environment,archive_size,best_value,num_solutions
1,3,6.968600365701535e-09,3
2,4,2.765199812538977e-09,4
3,0,,0
4,3,8.09188837538978e-09,3
5,4,1.3159706325106257e-08,4
6,0,,0
7,3,2.319665702952187e-08,3
8,3,1.386253214889616e-08,3
9,0,,0
10,3,9.259481953496902e-09,3
11,2,4.139571801616505e-08,2
12,0,,0
13,2,4.710784464560117e-09,2
14,1,3.4590756964190425e-08,1
15,0,,0
16,3,1.2999592574711214e-08,3
17,3,5.092388508161382e-09,3
18,0,,0
19,3,9.581063274336042e-09,3
20,4,2.374372319680285e-09,4
21,0,,0
22,3,1.4238946266366215e-08,3
23,3,3.5536312827324482e-09,3
24,0,,0
25,3,3.2752150683437946e-08,3
26,4,5.736690139618534e-09,4
27,0,,0
28,3,4.1807166300433704e-09,3
29,3,6.660463049952768e-09,3
30,0,,0
31,4,5.4477485246203504e-09,4
32,4,1.0052839836178236e-08,4
33,0,,0
34,4,7.059309597467722e-09,4
35,4,4.2181229292733855e-09,4
36,0,,0
37,4,3.853523827952093e-09,4
38,4,8.065101420659247e-09,4
39,0,,0
40,3,9.95802679249362e-09,3
41,4,7.117595822366743e-09,4
42,0,,0
43,4,2.1806625535691096e-08,4
44,4,9.800804557938465e-09,4
45,0,,0
46,4,8.753320461589331e-09,4
47,4,5.566568481308687e-09,4
48,0,,0
49,4,8.659698729527523e-09,4
50,4,1.3254940891794366e-08,4
51,0,,0
52,4,6.7121519113666036e-09,4
53,3,2.676296750270101e-08,3
54,0,,0
55,3,9.951502796060718e-09,3
56,4,1.0242950444253367e-08,4
57,0,,0
58,4,6.223625347340747e-09,4
59,2,3.008023156659953e-08,2
60,0,,0
