tolerance,mean_MPR,worst_MPR,best_MPR,std_MPR
0.001000,0.379537,0.352778,0.400000,0.011237
0.000100,0.379537,0.352778,0.400000,0.011237
0.000010,0.379537,0.352778,0.400000,0.011237
