environment,archive_size,best_value,num_solutions
1,3,8.398876820940875e-09,3
2,4,8.337286619535127e-09,4
3,0,,0
4,3,1.4387052367752136e-09,3
5,4,2.0745176743850717e-08,4
6,0,,0
7,3,3.3392064159567385e-09,3
8,3,1.4133433651548168e-08,3
9,0,,0
10,3,7.88513704220675e-09,3
11,3,1.5515549726941264e-08,3
12,0,,0
13,3,1.9521901340799226e-08,3
14,3,9.778843506088727e-09,3
15,0,,0
16,2,2.442695529690513e-08,2
17,4,5.244806819535446e-09,4
18,0,,0
19,3,6.034842665847183e-09,3
20,3,3.5908572707091593e-08,3
21,0,,0
22,3,2.985799165172692e-08,3
23,3,3.022043922637479e-08,3
24,0,,0
25,2,2.5794374090331974e-08,2
26,3,1.4368469883991267e-08,3
27,0,,0
28,3,1.4065104988355604e-08,3
29,4,2.0254277762086137e-08,4
30,0,,0
31,3,4.8012994036990656e-08,3
32,4,7.1106834338993926e-09,4
33,0,,0
34,4,2.2719551699156976e-08,4
35,4,8.746792638817534e-09,4
36,0,,0
37,3,5.663330633394668e-09,3
38,4,1.5091667649163176e-08,4
39,0,,0
40,4,6.9443117434072755e-09,4
41,4,6.351623717784828e-09,4
42,0,,0
43,4,1.0422220630523411e-08,4
44,2,1.4242027520641216e-09,2
45,0,,0
46,4,1.7351109907422687e-08,4
47,4,5.758251656036264e-09,4
48,0,,0
49,4,9.319754719367302e-09,4
50,2,1.6345968452663955e-08,2
51,0,,0
52,4,2.325302979459191e-09,4
53,4,5.100890679015321e-09,4
54,0,,0
55,4,8.740026308773676e-09,4
56,4,3.1715093572550805e-09,4
57,0,,0
58,4,5.435872204461033e-09,4
59,4,3.154055203563683e-09,4
60,0,,0
