environment,archive_size,best_value,num_solutions
1,3,2.4460848521321083e-08,3
2,3,4.4167180709990265e-09,3
3,0,,0
4,4,2.01762950760124e-08,4
5,3,9.28569915052177e-09,3
6,0,,0
7,3,6.5311694010253095e-09,3
8,3,1.634024610439003e-08,3
9,0,,0
10,3,7.3220848009770665e-09,3
11,3,1.557804045791111e-08,3
12,0,,0
13,2,1.6497206776024824e-08,2
14,2,4.245984030959647e-09,2
15,0,,0
16,3,2.7792250093568668e-08,3
17,3,7.1877941514617375e-09,3
18,0,,0
19,3,3.089856156851481e-08,3
20,4,9.02463042405679e-09,4
21,0,,0
22,3,4.711102689444364e-09,3
23,3,2.2483255505510238e-08,3
24,0,,0
25,3,6.930499925804313e-09,3
26,3,4.576532696994468e-08,3
27,0,,0
28,4,8.864637827888602e-09,4
29,3,8.041478520467679e-09,3
30,0,,0
31,3,1.7970606392515352e-08,3
32,4,4.195716372877097e-09,4
33,0,,0
34,4,1.5250982662042023e-08,4
35,4,7.565354306981734e-09,4
36,0,,0
37,4,2.0217969364597692e-08,4
38,4,3.126884426217666e-08,4
39,0,,0
40,4,2.0718022167640424e-08,4
41,4,1.293242976047386e-08,4
42,0,,0
43,4,5.587438966803201e-09,4
44,4,3.350655654255468e-09,4
45,0,,0
46,2,1.3853155283037446e-07,2
47,4,5.420673639916108e-08,4
48,0,,0
49,4,2.3204887989847823e-08,4
50,3,7.100203676094736e-09,3
51,0,,0
52,4,1.4612691234601366e-08,4
53,4,4.155274698124159e-09,4
54,0,,0
55,4,1.5337866292806364e-09,4
56,4,1.4239306012300163e-08,4
57,0,,0
58,4,5.924223417741696e-09,4
59,3,1.4109676110737717e-08,3
60,0,,0
