environment,archive_size,best_value,num_solutions
1,4,6.858407299225307e-09,4
2,4,1.6649583655337026e-08,4
3,0,,0
4,5,1.6683003078747e-08,5
5,4,1.8405567810369226e-08,4
6,0,,0
7,4,9.51136838973359e-09,4
8,4,4.398435943810626e-09,4
9,0,,0
10,4,6.528230319421493e-09,4
11,4,1.1109353442087109e-08,4
12,0,,0
13,4,8.786735772552043e-09,4
14,5,6.424322977752773e-09,5
15,0,,0
16,5,4.408602148141582e-09,5
17,3,2.5985509611977236e-09,3
18,0,,0
19,4,2.7148463374674457e-09,4
20,4,1.5136157958851624e-08,4
21,0,,0
22,5,2.008754241560959e-09,5
23,3,7.970408397051684e-09,3
24,0,,0
25,5,5.7623037675206604e-09,5
26,4,2.752891481602771e-09,4
27,0,,0
28,4,1.1357737778224567e-08,4
29,4,1.3263669032106985e-08,4
30,0,,0
31,4,1.688956271353425e-08,4
32,5,9.183120068108466e-09,5
33,0,,0
34,4,1.0958864976478291e-08,4
35,4,7.925419724300486e-09,4
36,0,,0
37,4,6.069588166984905e-09,4
38,4,8.331234097166909e-09,4
39,0,,0
40,5,3.6273513797701263e-09,5
41,4,2.467406868795886e-09,4
42,0,,0
43,4,1.3796495736720416e-08,4
44,4,1.4288022060600511e-08,4
45,0,,0
46,4,7.778517455261888e-09,4
47,5,2.0960935358264398e-08,5
48,0,,0
49,4,5.8134092569166786e-09,4
50,4,5.710172474856828e-09,4
51,0,,0
52,4,9.751406305509365e-10,4
53,4,6.625130458482833e-09,4
54,0,,0
55,5,6.711235754383028e-09,5
56,5,7.732119780293131e-09,5
57,0,,0
58,4,5.944100581880901e-09,4
59,5,6.47133070778772e-09,5
60,0,,0
