environment,archive_size,best_value,num_solutions
1,4,1.7443013027297877e-08,4
2,3,3.0435859925359096e-08,3
3,0,,0
4,4,9.947698097129237e-09,4
5,4,1.947904003830815e-08,4
6,0,,0
7,3,8.843103497399078e-09,3
8,3,2.5439861671768814e-08,3
9,0,,0
10,3,3.964419009072807e-09,3
11,3,1.041917691152033e-08,3
12,0,,0
13,3,1.0550546681402478e-08,3
14,3,8.499542532161995e-09,3
15,0,,0
16,3,4.50815096051607e-09,3
17,3,4.125083339041153e-08,3
18,0,,0
19,4,5.360554186811691e-09,4
20,3,1.1174902239281908e-08,3
21,0,,0
22,4,8.766688045815302e-09,4
23,3,5.6816160492558345e-09,3
24,0,,0
25,2,1.51530430728367e-08,2
26,4,7.546408476330667e-09,4
27,0,,0
28,3,3.985061809152206e-09,3
29,3,8.323098675429496e-09,3
30,0,,0
31,4,1.441249916611416e-08,4
32,4,6.151589320683442e-09,4
33,0,,0
34,4,9.989163676582165e-09,4
35,4,8.841588156613889e-09,4
36,0,,0
37,4,6.645959808346913e-09,4
38,4,1.8033852102212512e-08,4
39,0,,0
40,4,1.5290238351556525e-08,4
41,4,5.3188130403070375e-09,4
42,0,,0
43,4,5.328656022873112e-09,4
44,4,5.804201368654244e-09,4
45,0,,0
46,4,1.3065590027688891e-08,4
47,4,2.4792485331410462e-08,4
48,0,,0
49,4,3.660921094253108e-09,4
50,4,6.067779847506911e-09,4
51,0,,0
52,4,8.836082560482352e-09,4
53,4,3.0781879402371833e-09,4
54,0,,0
55,4,1.566060525118473e-08,4
56,2,1.3701318344457446e-08,2
57,0,,0
58,3,1.2047665262695482e-08,3
59,4,1.1503640937312481e-08,4
60,0,,0
