environment,archive_size,best_value,num_solutions
1,4,8.739740775145821e-09,4
2,4,1.0005335017136105e-08,4
3,0,,0
4,3,3.809753398015934e-08,3
5,4,1.7813130070742326e-08,4
6,0,,0
7,4,1.7842749267470958e-08,4
8,4,2.6369865704935016e-09,4
9,0,,0
10,4,4.425385513876423e-09,4
11,4,1.6272695363549798e-08,4
12,0,,0
13,4,6.381771498002243e-09,4
14,4,1.893721758675283e-09,4
15,0,,0
16,5,8.299976392568747e-09,5
17,4,8.241686624085688e-09,4
18,0,,0
19,4,4.389794723562539e-08,4
20,4,2.2505880851797843e-08,4
21,0,,0
22,4,4.670379056173505e-09,4
23,4,2.883876093234917e-09,4
24,0,,0
25,4,1.3728510163060089e-08,4
26,4,5.4038770760500455e-09,4
27,0,,0
28,4,2.476763094835247e-08,4
29,4,6.056141695195698e-09,4
30,0,,0
31,4,1.274105754269015e-08,4
32,4,1.0384967752344867e-08,4
33,0,,0
34,4,5.8795289468387745e-09,4
35,4,2.235404823245621e-09,4
36,0,,0
37,5,3.936377054847236e-09,5
38,4,7.175959399537816e-09,4
39,0,,0
40,5,6.096414497653781e-09,5
41,5,3.4011613729063913e-09,5
42,0,,0
43,4,2.1999704331445058e-08,4
44,4,7.474162938465886e-09,4
45,0,,0
46,4,6.514543472665862e-09,4
47,4,1.3612722557743065e-08,4
48,0,,0
49,4,4.280860672329669e-09,4
50,4,3.2938758507295635e-09,4
51,0,,0
52,5,1.1658508415572248e-08,5
53,4,2.4555947570173943e-08,4
54,0,,0
55,5,7.589687462776705e-09,5
56,5,7.94982101163307e-09,5
57,0,,0
58,1,4.99332835832227,1
59,5,6.308079321663582e-09,5
60,0,,0
