environment,archive_size,best_value,num_solutions
1,3,8.297397827468503e-09,3
2,4,7.484141900720446e-09,4
3,0,,0
4,4,5.2335363674603e-09,4
5,3,1.4262449357950151e-08,3
6,0,,0
7,3,8.806194593008676e-09,3
8,2,5.7556572363359836e-08,2
9,0,,0
10,2,1.3540186302790954e-08,2
11,3,1.5277296474724406e-08,3
12,0,,0
13,3,2.8870287542722813e-09,3
14,3,6.615160389044072e-09,3
15,0,,0
16,3,4.094862939130079e-09,3
17,3,2.2823442179972145e-08,3
18,0,,0
19,3,8.079819556114752e-09,3
20,3,1.2476994658665507e-08,3
21,0,,0
22,3,6.647098136169537e-08,3
23,3,2.8233840521985852e-08,3
24,0,,0
25,3,4.898677920226686e-09,3
26,3,1.2762704573232176e-08,3
27,0,,0
28,3,4.841259181664748e-09,3
29,3,7.580491068588678e-09,3
30,0,,0
31,3,2.686410621025908e-09,3
32,4,1.7683985385498167e-08,4
33,0,,0
34,4,4.211680673369848e-09,4
35,4,6.8211683555345276e-09,4
36,0,,0
37,4,1.0650572802218847e-08,4
38,4,1.9937588395174954e-08,4
39,0,,0
40,4,2.00235789751354e-08,4
41,4,8.732220058394158e-09,4
42,0,,0
43,4,8.049200664220524e-09,4
44,4,4.057874628237036e-08,4
45,0,,0
46,4,1.559016878963995e-08,4
47,4,5.4204659668129914e-09,4
48,0,,0
49,1,7.169143555871155e-08,1
50,3,3.0300100876347107e-09,3
51,0,,0
52,1,8.518775280222514e-08,1
53,4,5.438387419297559e-09,4
54,0,,0
55,3,5.674081396030624e-09,3
56,4,3.1057851310681457e-09,4
57,0,,0
58,4,2.435036728700227e-08,4
59,4,1.3534725525012246e-08,4
60,0,,0
