environment,archive_size,best_value,num_solutions
1,3,5.5276802240559935e-09,3
2,3,3.938082390191656e-08,3
3,0,,0
4,4,9.621644723780037e-09,4
5,3,6.895344598756108e-09,3
6,0,,0
7,3,5.904799924254168e-09,3
8,3,7.2710152716228405e-09,3
9,0,,0
10,3,1.9078359245001983e-08,3
11,3,1.483458251345788e-09,3
12,0,,0
13,3,5.756317069184343e-09,3
14,3,1.5871786302105063e-08,3
15,0,,0
16,4,6.961970200611394e-09,4
17,2,1.0275963253726274e-08,2
18,0,,0
19,3,8.005372760560115e-09,3
20,3,1.5892524431658643e-08,3
21,0,,0
22,3,1.2804045672384539e-08,3
23,3,3.5368018104725067e-09,3
24,0,,0
25,2,1.0623883222462527e-08,2
26,4,4.626276241247057e-09,4
27,0,,0
28,3,1.832796300064135e-08,3
29,3,7.670953442259781e-08,3
30,0,,0
31,3,7.679706868017542e-09,3
32,4,1.3548314922305426e-08,4
33,0,,0
34,4,7.282861842694344e-09,4
35,4,1.6843544611740405e-08,4
36,0,,0
37,4,8.78011645257016e-09,4
38,4,1.394715117104477e-08,4
39,0,,0
40,4,1.368820509995456e-08,4
41,4,4.746988519207669e-09,4
42,0,,0
43,4,6.574786428171266e-09,4
44,4,2.2988263321415693e-08,4
45,0,,0
46,4,6.413162142439331e-09,4
47,4,1.6051320515843252e-08,4
48,0,,0
49,3,1.4823782357581283e-08,3
50,4,1.172201595566304e-08,4
51,0,,0
52,4,1.6624357461238462e-08,4
53,4,1.4124830825142851e-08,4
54,0,,0
55,4,2.101022266005034e-09,4
56,4,1.94249091620176e-08,4
57,0,,0
58,4,2.6047146822375555e-08,4
59,4,1.0894179976585315e-08,4
60,0,,0
