environment,archive_size,best_value,num_solutions
1,5,3.183185211464945e-09,5
2,5,4.890388776203939e-09,5
3,0,,0
4,4,9.881718836959667e-09,4
5,4,1.0976504632652647e-08,4
6,0,,0
7,5,1.7599797828082352e-08,5
8,4,7.466099643837456e-09,4
9,0,,0
10,4,1.1761710937279543e-08,4
11,4,1.8430313572319017e-08,4
12,0,,0
13,5,5.850265721180318e-09,5
14,4,1.4784142670185237e-08,4
15,0,,0
16,1,3.758582212928529,1
17,4,2.587782054522335e-09,4
18,0,,0
19,4,1.7422990232251312e-08,4
20,4,3.7583030086364984e-08,4
21,0,,0
22,4,2.1619443300747984e-08,4
23,4,8.032348133813409e-09,4
24,0,,0
25,4,1.509304236864061e-08,4
26,4,6.582928950402727e-09,4
27,0,,0
28,4,5.5382060078845475e-09,4
29,4,7.576835099424755e-09,4
30,0,,0
31,4,5.076669279213522e-09,4
32,4,5.652307713221152e-09,4
33,0,,0
34,5,1.6267081474851265e-08,5
35,4,1.748160414220418e-08,4
36,0,,0
37,5,1.983150855103487e-08,5
38,4,1.0383084721686265e-08,4
39,0,,0
40,4,9.560891662025679e-09,4
41,5,6.677052013369786e-09,5
42,0,,0
43,4,3.139163758305557e-08,4
44,4,8.650689172606575e-09,4
45,0,,0
46,2,9.973500762174518e-09,2
47,4,1.964696124346927e-08,4
48,0,,0
49,5,3.690337359060171e-09,5
50,5,5.911405857360362e-09,5
51,0,,0
52,4,2.2913079722262903e-08,4
53,4,1.2651717413876422e-08,4
54,0,,0
55,5,1.408793436206116e-08,5
56,4,9.041406040006448e-09,4
57,0,,0
58,4,1.3793049396521248e-08,4
59,4,7.223971395684563e-09,4
60,0,,0
